CodigoEscola,NomeEscola,Diretoria,Distrito,Nível Socioeconômico (INSE),Indicador de Complexidade de Gestão (ICG),Faixa,IDEP2018,IDEP2019,IDEP2019META,IDEP2020META,IDEP2021META,IDEP2022META,IDEP2023META,Latitude,Longitude
191,EMEF ALIPIO CORREA NETO,BUTANTA,VILA SONIA,3.0,1.0,1.0,5.5,4.9,5.7,5.9,6.1,6.3,6.5,-23.5950563,-46.7321349
264,EMEF SYLVIO HECK ALMIRANTE,SANTO AMARO,PEDREIRA,3.0,1.0,1.0,4.5,4.0,4.7,4.9,5.1,5.4,5.6,-22.7411989,-46.8959302
477,EMEF EDA TEREZINHA CHICA MEDEIROS PROFA,BUTANTA,RAPOSO TAVARES,3.0,1.0,1.0,4.8,4.3,5.0,5.2,5.5,5.7,5.9,-23.5921729,-46.7665401
8842,EMEF SEBASTIAO FRANCISCO O NEGRO,ITAQUERA,PARQUE DO CARMO,3.0,1.0,1.0,4.9,4.8,5.1,5.3,5.5,5.8,6.0,-23.5707667,-46.4765663
10049,EMEF CHICO FALCONE PADRE,SAO MIGUEL,VILA CURUCA,3.0,1.0,1.0,4.6,4.7,4.8,5.0,5.3,5.5,5.7,-23.5097018,-46.4167385
10111,EMEF MARIO SCHONBERG PROF,SANTO AMARO,PEDREIRA,3.0,1.0,1.0,5.0,5.4,5.2,5.4,5.6,5.8,6.0,-22.7411989,-46.8959302
11533,EMEF FRANCISCO DA SILVEIRA BUENO PROF,IPIRANGA,SAO LUCAS,3.0,1.0,1.0,3.7,3.2,4.0,4.2,4.5,4.8,5.1,-23.5865182,-46.535209
12688,EMEF ULYSSES DA SILVEIRA GUIMARAES,CAPELA DO SOCORRO,PARELHEIROS,3.0,1.0,1.0,4.7,4.9,5.0,5.2,5.4,5.6,5.9,-23.8029124,-46.7344591
14583,EMEF FLAVIO AUGUSTO ROSA PROF,SAO MIGUEL,JARDIM HELENA,3.0,1.0,1.0,4.9,4.0,5.1,5.3,5.5,5.7,6.0,-23.4794677,-46.4212929
15024,EMEF CAIO SERGIO POMPEU DE TOLEDO,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,4.4,3.8,4.7,4.9,5.1,5.4,5.6,-23.6036926,-46.4001216
16497,EMEF FERNANDO GRACIOSO,PIRITUBA,PERUS,3.0,1.0,1.0,4.6,4.1,4.8,5.1,5.3,5.5,5.7,-23.4070915,-46.7584771
16527,EMEF CLAUDIA BARTOLOMAZI PROFA,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,5.0,4.4,5.2,5.5,5.7,5.9,6.1,-23.6036926,-46.4001216
19011,EMEF LINO DE MATTOS SENADOR,SAO MIGUEL,VILA JACUI,3.0,1.0,1.0,5.2,5.6,5.4,5.7,5.9,6.1,6.4,-23.5008776,-46.4545037
19046,EMEF CELIA REGINA LEKEVICIUS CONSOLIN PROFA,JACANA/TREMEMBE,VILA MARIA,3.0,1.0,1.0,4.9,4.4,5.1,5.3,5.6,5.8,6.0,-23.5175587,-46.5890875
19196,EMEF LILIANE VERZINI SILVA,SANTO AMARO,CIDADE ADEMAR,3.0,1.0,1.0,5.3,4.6,5.5,5.7,5.9,6.1,6.3,-23.6708586,-46.6566541
19217,EMEF RECANTO DOS HUMILDES,PIRITUBA,PERUS,3.0,1.0,1.0,5.3,4.5,5.5,5.7,5.9,6.2,6.4,-23.4070915,-46.7584771
19221,EMEF JARDIM DAS LARANJEIRAS,SAO MATEUS,IGUATEMI,3.0,1.0,1.0,5.4,4.8,5.6,5.8,6.0,6.2,6.4,-23.6181007,-46.4171299
19232,EMEF FAZENDA DA JUTA,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,4.5,3.9,4.8,5.0,5.2,5.4,5.7,-23.5748884,-46.5240488
19249,EMEF DAISY AMADIO FUJIWARA,BUTANTA,RAPOSO TAVARES,3.0,1.0,1.0,4.6,3.9,4.8,5.0,5.2,5.5,5.7,-23.5921729,-46.7665401
19266,CEU EMEF MENINOS,IPIRANGA,SACOMA,3.0,1.0,1.0,5.1,4.5,5.3,5.5,5.7,6.0,6.2,-23.6149954,-46.5969541
19267,EMEF MARIA RITA DE CASSIA P SIMOES BRAGA PROFA,CAMPO LIMPO,CAPAO REDONDO,3.0,1.0,1.0,4.4,4.9,4.6,4.9,5.2,5.4,5.7,-23.6684611,-46.7689719
19275,EMEF FRANCISCO REBOLO,CAMPO LIMPO,VILA ANDRADE,3.0,1.0,1.0,4.9,5.0,5.1,5.3,5.5,5.7,6.0,-23.6315085,-46.7367426
19283,EMEF JOSE BLOTA JUNIOR DEPUTADO,CAMPO LIMPO,JARDIM ANGELA,3.0,1.0,1.0,4.6,4.2,4.8,5.1,5.3,5.5,5.8,-23.7027975,-46.7691878
19305,EMEF JOAO DA SILVA,CAPELA DO SOCORRO,GRAJAU,3.0,1.0,1.0,5.1,4.1,5.3,5.5,5.7,5.9,6.2,-23.7721939,-46.6682948
19322,EMEF CITY JARAGUA IV,PIRITUBA,JARAGUA,3.0,1.0,1.0,4.9,4.1,5.2,5.4,5.6,5.9,6.1,-23.4574972,-46.743813
19347,EMEF JARDIM DA CONQUISTA,PIRITUBA,PERUS,3.0,1.0,1.0,5.1,4.7,5.3,5.5,5.7,5.9,6.1,-23.4070915,-46.7584771
19349,EMEF JARDIM DAMACENO I,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,1.0,1.0,4.5,4.2,4.7,5.0,5.2,5.4,5.7,-23.4703331,-46.6899783
19350,EMEF JOSE HERMINIO RODRIGUES CORONEL PM,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,1.0,1.0,4.8,4.3,5.0,5.2,5.4,5.7,5.9,-23.4703331,-46.6899783
19384,CEU EMEF PARAISOPOLIS,CAMPO LIMPO,VILA ANDRADE,3.0,1.0,1.0,4.3,3.8,4.5,4.7,5.0,5.2,5.5,-23.6315085,-46.7367426
19388,EMEF ANTONIO CARLOS ROCHA PROF,PENHA,PENHA,3.0,1.0,1.0,4.7,3.4,4.9,5.1,5.3,5.5,5.8,-23.5258058,-46.5488813
19389,CEU EMEF PARQUE ANHANGUERA,PIRITUBA,ANHANGUERA,3.0,1.0,1.0,4.8,5.1,5.0,5.2,5.5,5.7,5.9,-23.4378791,-46.7932803
19390,CEU EMEF JAGUARE,PIRITUBA,JAGUARE,3.0,1.0,1.0,4.1,3.8,4.3,4.6,4.8,5.0,5.3,-23.5449509,-46.7469898
19401,EMEF JARDIM FONTALIS,JACANA/TREMEMBE,TREMEMBE,3.0,1.0,1.0,4.7,4.7,4.9,5.1,5.3,5.5,5.7,-23.4598631,-46.6254738
19406,EMEF CONSTELACAO DO INDIO,CAPELA DO SOCORRO,GRAJAU,3.0,1.0,1.0,4.8,4.7,5.1,5.3,5.5,5.7,6.0,-23.7721939,-46.6682948
19409,EMEF IZABEL APARECIDA CRISTOVAO DA LUZ PROFA,SAO MIGUEL,ITAIM PAULISTA,3.0,1.0,1.0,4.5,4.9,4.7,4.9,5.2,5.4,5.6,-23.4691053,-46.4036655
19412,EMEF BADRA,PIRITUBA,PERUS,3.0,1.0,1.0,4.2,5.3,4.5,4.7,4.9,5.2,5.4,-23.4070915,-46.7584771
19414,EMEF MOISES ELIAS DE SOUZA TENENTE,PIRITUBA,JARAGUA,3.0,1.0,1.0,4.6,5.0,4.8,5.1,5.3,5.5,5.8,-23.4574972,-46.743813
19416,EMEF VILA MUNCK,BUTANTA,RAPOSO TAVARES,3.0,1.0,1.0,5.6,5.7,5.7,5.9,6.1,6.3,6.5,-23.5921729,-46.7665401
19417,EMEF JARDIM PAULO VI,BUTANTA,RAPOSO TAVARES,3.0,1.0,1.0,4.0,4.7,4.3,4.5,4.8,5.0,5.3,-23.5921729,-46.7665401
19422,EMEF M BOI MIRIM I,CAMPO LIMPO,JARDIM SAO LUIS,3.0,1.0,1.0,5.0,5.1,5.2,5.4,5.6,5.8,6.1,-23.6513756,-46.7330562
19424,EMEF M BOI MIRIM III,CAMPO LIMPO,JARDIM ANGELA,3.0,1.0,1.0,4.6,4.4,4.8,5.1,5.3,5.5,5.8,-23.7027975,-46.7691878
19427,EMEF HERCILIA DE CAMPOS COSTA,IPIRANGA,SACOMA,3.0,1.0,1.0,4.8,5.0,5.1,5.3,5.5,5.8,6.0,-23.6149954,-46.5969541
19433,EMEF JOSEFA NICACIO ARAUJO. PROFA.,SAO MIGUEL,ITAIM PAULISTA,3.0,1.0,1.0,4.7,4.9,4.9,5.1,5.4,5.6,5.9,-23.4691053,-46.4036655
19434,EMEF CAMPO LIMPO II,CAMPO LIMPO,CAPAO REDONDO,3.0,1.0,1.0,4.4,4.2,4.6,4.8,5.1,5.3,5.5,-23.6684611,-46.7689719
19447,EMEF CONJUNTO HABITACINAL SITIO CONCEICAO II,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,4.7,4.0,4.9,5.2,5.4,5.6,5.8,-23.6036926,-46.4001216
19456,EMEF HELINA COUTINHO LOURENCO ALVES. PROFESSORA,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,5.1,5.0,5.3,5.5,5.8,6.0,6.3,-23.6036926,-46.4001216
19460,EMEF JARDIM RODOLFO PIRANI I,SAO MATEUS,SAO RAFAEL,3.0,1.0,1.0,4.3,5.5,4.6,4.8,5.0,5.3,5.5,-23.6292891,-46.4596566
19462,EMEF EMEF PROFESSORA LILIAN MASO,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,1.0,1.0,4.8,4.6,5.0,5.3,5.5,5.7,5.9,-23.4703331,-46.6899783
19466,EMEF EMEF PERIMETRAL,CAMPO LIMPO,VILA ANDRADE,3.0,1.0,1.0,4.5,4.2,4.7,5.0,5.2,5.4,5.6,-23.6315085,-46.7367426
19476,EMEF MARIA APARECIDA DO NASCIMENTO. PROFA.,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,4.8,4.6,5.1,5.3,5.5,5.7,5.9,-23.6036926,-46.4001216
19551,EMEF CESAR ARRUDA CASTANHO,BUTANTA,RAPOSO TAVARES,3.0,1.0,1.0,4.4,4.6,4.7,4.9,5.1,5.4,5.6,-23.5921729,-46.7665401
19691,EMEF MARIO COVAS GOVERNADOR,ITAQUERA,JOSE BONIFACIO,3.0,1.0,1.0,5.4,5.1,5.6,5.8,6.0,6.2,6.4,-21.0531219,-49.6795917
92622,EMEF ARLINDO CAETANO FILHO PROF,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,4.7,4.5,4.9,5.1,5.4,5.6,5.9,-23.5748884,-46.5240488
92801,EMEF IBRAHIM NOBRE,BUTANTA,RIO PEQUENO,3.0,1.0,1.0,4.0,4.2,4.3,4.6,4.9,5.1,5.4,-23.5644876,-46.7539347
92827,EMEF ALVARO SILVA BRAGA GAL,BUTANTA,RIO PEQUENO,3.0,1.0,1.0,4.2,4.4,4.5,4.8,5.1,5.4,5.7,-23.5644876,-46.7539347
92843,EMEF ROBERTO MANGE PROF,BUTANTA,RIO PEQUENO,3.0,1.0,1.0,3.9,3.8,4.2,4.5,4.8,5.1,5.4,-23.5644876,-46.7539347
92860,EMEF MARIO MOURA ALBUQUERQUE BEL,CAMPO LIMPO,JARDIM SAO LUIS,3.0,1.0,1.0,4.5,4.6,4.7,5.0,5.2,5.5,5.7,-23.6513756,-46.7330562
93025,EMEF PALIMERCIO DE REZENDE CORONEL,CAMPO LIMPO,CAMPO LIMPO,3.0,1.0,1.0,4.7,4.4,4.9,5.1,5.4,5.6,5.9,-23.6347959,-46.7549902
93106,EMEF DILERMANDO DIAS DOS SANTOS,PIRITUBA,VILA LEOPOLDINA,3.0,1.0,1.0,4.6,4.5,4.9,5.1,5.4,5.7,5.9,-23.5324298,-46.7335886
93238,EMEF ANTENOR NASCENTES,SANTO AMARO,CAMPO GRANDE,3.0,1.0,1.0,4.7,4.4,5.0,5.2,5.5,5.7,6.0,-23.6780897,-46.6872368
93467,EMEF DANYLO JOSE FERNANDES,ITAQUERA,CIDADE LIDER,3.0,1.0,1.0,4.3,4.0,4.5,4.8,5.0,5.3,5.5,-23.5578353,-46.476182
93645,EMEF MAURICIO GOULART,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,4.2,4.7,4.5,4.7,5.0,5.2,5.5,-23.6036926,-46.4001216
93653,EMEF WLADIMIR HERZOG,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,4.9,4.6,5.1,5.3,5.5,5.7,6.0,-23.6036926,-46.4001216
93874,EMEF JOSE AMERICO DE ALMEIDA,SAO MIGUEL,JARDIM HELENA,3.0,1.0,1.0,5.2,5.5,5.4,5.6,5.8,6.0,6.2,-23.4794677,-46.4212929
94277,EMEF JOAO AMOS COMENIUS,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,1.0,1.0,3.7,3.5,3.9,4.2,4.5,4.7,5.0,-23.4703331,-46.6899783
94315,EMEF PEDRO AMERICO,FREGUESIA/BRASILANDIA,FREGUESIA DO O,3.0,1.0,1.0,4.5,3.7,4.7,4.9,5.2,5.4,5.7,-23.5014967,-46.6977016
94331,EMEF HUMBERTO DANTAS,FREGUESIA/BRASILANDIA,LIMAO,3.0,1.0,1.0,4.0,3.9,4.2,4.5,4.7,5.0,5.3,-23.507445,-46.6717412
94374,CEU EMEF TEOTONIO VILELA SENADOR,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,1.0,1.0,4.0,4.7,4.3,4.5,4.7,5.0,5.2,-23.4703331,-46.6899783
94471,EMEF LUIZ DAVID SOBRINHO PROF,PIRITUBA,JARAGUA,3.0,1.0,1.0,4.5,4.4,4.7,5.0,5.3,5.6,5.8,-23.4574972,-46.743813
94544,EMEF RUI BLOEM,PIRITUBA,SAO DOMINGOS,3.0,1.0,1.0,4.6,4.6,4.9,5.1,5.4,5.6,5.8,-23.5043386,-46.7433611
94641,EMEF INFANTE DOM HENRIQUE,PENHA,PARI,3.0,1.0,1.0,4.8,4.6,5.0,5.3,5.5,5.7,5.9,-23.5271138,-46.6114203
94722,EMEF JOAO RAMOS,JACANA/TREMEMBE,TREMEMBE,3.0,1.0,1.0,4.6,4.3,4.9,5.1,5.4,5.6,5.9,-23.4598631,-46.6254738
94803,EMEF ARY GOMES CORONEL,JACANA/TREMEMBE,VILA MARIA,3.0,1.0,1.0,4.0,3.9,4.2,4.5,4.8,5.1,5.3,-23.5175587,-46.5890875
94862,EMEF ALBERTO SANTOS DUMONT,JACANA/TREMEMBE,VILA MEDEIROS,3.0,1.0,1.0,4.0,3.8,4.2,4.5,4.8,5.0,5.3,-23.4892554,-46.5845224
94889,EMEF ANTONIO SANT'ANA GALVAO FREI,JACANA/TREMEMBE,JACANA,3.0,1.0,1.0,3.8,3.5,4.0,4.3,4.6,4.8,5.1,-23.4671208,-46.5714143
95176,EMEF JOSE LINS DO REGO,SAO MATEUS,SAO MATEUS,3.0,1.0,1.0,4.6,4.1,4.8,5.0,5.2,5.5,5.7,-23.6018021,-46.4708268
95222,EMEF ARY PARREIRAS ALMIRANTE,SANTO AMARO,JABAQUARA,3.0,1.0,1.0,3.9,3.5,4.1,4.4,4.6,4.9,5.1,-23.6396479,-46.6505173
95320,EMEF IRINEU MARINHO,IPIRANGA,VILA PRUDENTE,3.0,1.0,1.0,4.4,4.3,4.6,4.8,5.0,5.3,5.5,-23.5790136,-46.5797561
95354,EMEF GENERAL OSORIO,IPIRANGA,VILA PRUDENTE,3.0,1.0,1.0,5.1,4.4,5.3,5.5,5.7,6.0,6.2,-23.5790136,-46.5797561
95427,EMEF ALVARES DE AZEVEDO,IPIRANGA,SAO LUCAS,3.0,1.0,1.0,5.1,5.9,5.3,5.6,5.8,6.0,6.2,-23.5865182,-46.535209
95443,EMEF HENRIQUE MELEGA PROF,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,5.2,4.6,5.4,5.6,5.9,6.1,6.3,-23.5748884,-46.5240488
95478,EMEF FLORES DA CUNHA DEPUTADO,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,4.8,4.5,5.0,5.3,5.5,5.7,5.9,-23.5748884,-46.5240488
95508,EMEF BRASILIO MACHADO NETO,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,4.1,3.8,4.3,4.6,4.9,5.1,5.4,-23.5748884,-46.5240488
95524,EMEF VINICIUS DE MORAES,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,4.6,4.2,4.8,5.1,5.3,5.5,5.7,-23.5748884,-46.5240488
95591,EMEF IVETE VARGAS DEPUTADA,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,4.4,4.8,4.6,4.9,5.1,5.4,5.6,-23.5748884,-46.5240488
95613,EMEF PAULO DUARTE,SAO MATEUS,SAPOPEMBA,3.0,1.0,1.0,5.2,5.6,5.4,5.6,5.9,6.1,6.3,-23.5748884,-46.5240488
97063,EMEF ANTONIO PEREIRA IGNACIO,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,4.5,4.2,4.8,5.0,5.2,5.4,5.7,-23.6036926,-46.4001216
97705,EMEF AURELIANO LEITE,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,5.0,5.1,5.2,5.5,5.7,5.9,6.1,-23.6036926,-46.4001216
97721,EMEF JOSE AUGUSTO CESAR SALGADO DR,GUAIANASES,CIDADE TIRADENTES,3.0,1.0,1.0,4.6,4.7,4.8,5.0,5.3,5.5,5.8,-23.6036926,-46.4001216
99287,EMEF VIANNA MOOG,BUTANTA,VILA SONIA,3.0,1.0,1.0,4.6,4.4,4.9,5.1,5.3,5.6,5.8,-23.5950563,-46.7321349
99678,EMEF MALLET MARECHAL,ITAQUERA,JOSE BONIFACIO,3.0,1.0,1.0,5.1,4.6,5.3,5.5,5.7,5.9,6.2,-21.0531219,-49.6795917
99783,EMEF GERALDO SESSO JUNIOR,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,1.0,1.0,4.6,4.1,4.8,5.0,5.3,5.5,5.8,-23.4703331,-46.6899783
311,EMEF ANTONIO ALVES DA SILVA SARGENTO,CAMPO LIMPO,CAPAO REDONDO,3.0,2.0,2.0,4.8,5.1,5.0,5.2,5.5,5.7,5.9,-23.6684611,-46.7689719
540,EMEF RAUL POMPEIA,PIRITUBA,JARAGUA,3.0,2.0,2.0,4.2,3.9,4.5,4.7,5.0,5.2,5.5,-23.4574972,-46.743813
9971,EMEF LUIZ GONZAGA DO NASCIMENTO,IPIRANGA,SACOMA,3.0,2.0,2.0,5.3,5.0,5.5,5.7,5.9,6.2,6.4,-23.6149954,-46.5969541
10120,EMEF CARLOS AUGUSTO DE QUEIROZ ROCHA,SANTO AMARO,CIDADE ADEMAR,3.0,2.0,2.0,4.5,4.2,4.8,5.0,5.3,5.5,5.8,-23.6708586,-46.6566541
10146,EMEF MARIA RITA LOPES PONTES - IRMA DULCE,CAMPO LIMPO,CAPAO REDONDO,3.0,2.0,2.0,4.9,4.1,5.1,5.3,5.5,5.8,6.0,-23.6684611,-46.7689719
11924,EMEF MARIA ALICE BORGES GHION PROFA,BUTANTA,RAPOSO TAVARES,3.0,2.0,2.0,5.3,4.7,5.5,5.7,5.9,6.1,6.3,-23.5921729,-46.7665401
12874,EMEF BENEDITO DE JESUS B LAURINDO PE BATISTA,SAO MATEUS,SAPOPEMBA,3.0,2.0,2.0,4.4,4.6,4.6,4.9,5.1,5.4,5.7,-23.5748884,-46.5240488
13528,EMEF ANNA LAMBERGA ZEGLIO VEREADORA,GUAIANASES,CIDADE TIRADENTES,3.0,2.0,2.0,4.4,4.1,4.6,4.9,5.1,5.3,5.6,-23.6036926,-46.4001216
13803,EMEF JULIO DE GRAMMONT,SAO MATEUS,SAO RAFAEL,3.0,2.0,2.0,4.0,3.8,4.3,4.5,4.8,5.0,5.3,-23.6292891,-46.4596566
15440,EMEF EUZEBIO ROCHA FILHO,SAO MIGUEL,VILA CURUCA,3.0,2.0,2.0,5.0,4.4,5.2,5.4,5.6,5.9,6.1,-23.5097018,-46.4167385
16519,EMEFM RUBENS PAIVA,SAO MATEUS,SAPOPEMBA,3.0,2.0,2.0,4.8,3.9,5.0,5.3,5.5,5.7,6.0,-23.5748884,-46.5240488
16713,EMEF ANNA SILVEIRA PEDREIRA,CAMPO LIMPO,JARDIM SAO LUIS,3.0,2.0,2.0,5.4,5.1,5.6,5.8,6.0,6.2,6.4,-23.6513756,-46.7330562
17973,EMEF MAILSON DELANE,GUAIANASES,CIDADE TIRADENTES,3.0,2.0,2.0,3.9,3.7,4.2,4.4,4.7,5.0,5.2,-23.6036926,-46.4001216
17981,EMEF PERICLES EUGENIO DA SILVA RAMOS,IPIRANGA,IPIRANGA,3.0,2.0,2.0,4.3,3.8,4.5,4.8,5.0,5.3,5.6,-23.5880611,-46.6040369
18830,EMEF PAULO FREIRE PROF,CAMPO LIMPO,VILA ANDRADE,3.0,2.0,2.0,4.4,4.6,4.7,5.0,5.3,5.6,5.9,-23.6315085,-46.7367426
